"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","DECISION_FINAL","GENERAL_CAT"
NA,NA,NA,"Dwarf Hermit Thrush","Size","physical trait"
NA,NA,NA,"Red-winged Thrush","Both sexes physical trait","physical trait"
NA,NA,NA,"Russet-backed Thrush","Both sexes physical trait","physical trait"
NA,NA,NA,"Wilson's Thrush","Person","human"
NA,NA,NA,"Plain Titmouse","Both sexes physical trait","physical trait"
NA,NA,NA,"Towhee","No Unique Identifier","human"
NA,NA,NA,"Arctic Towhee","Geographic Location","natural history"
NA,NA,NA,"Cañon Towhee","Natural History","natural history"
NA,NA,NA,"Guadalupe Towhee","Geographic Location","natural history"
NA,NA,NA,"Black-bellied Tree-duck","Both sexes physical trait","physical trait"
NA,NA,NA,"Fulvous Tree-duck","Both sexes physical trait","physical trait"
NA,NA,NA,"Coppery-tailed Trogon","Both sexes physical trait","physical trait"
NA,NA,NA,"Troupial","No Unique Identifier","human"
NA,NA,NA,"Turnstone","No Unique Identifier","human"
NA,NA,NA,"Burrough's Turkey Vulture","Person","human"
NA,NA,NA,"California Vulture","Geographic Location","natural history"
NA,NA,NA,"Siberian Yellow Wagtail","Geographic Location","natural history"
NA,NA,NA,"Swinhoe's Wagtail","Person","human"
NA,NA,NA,"Audubon's Warbler","Person","human"
NA,NA,NA,"Bell's Warbler","Person","human"
NA,NA,NA,"Black and White Warbler","Both sexes physical trait","physical trait"
NA,NA,NA,"Blackburnian Warbler","Person","human"
NA,NA,NA,"Black-poll Warbler","Male physical trait","physical trait"
NA,NA,NA,"Blue Mountain Warbler","Geographic Location","natural history"
NA,NA,NA,"Brasher's Warbler","Person","human"
NA,NA,NA,"Brewster's Warbler","Person","human"
NA,NA,NA,"Canadian Warbler","Geographic Location","natural history"
NA,NA,NA,"Carbonated Warbler","Both sexes physical trait","physical trait"
NA,NA,NA,"Cincinnati Warbler","Geographic Location","natural history"
NA,NA,NA,"Kennicott's Willow Warbler","Person","human"
NA,NA,NA,"Lawrence's Warbler","Person","human"
NA,NA,NA,"Macgillivray's Warbler","Person","human"
NA,NA,NA,"Mangrove Warbler","Natural History","natural history"
NA,NA,NA,"Myrtle Warbler","Natural History","natural history"
NA,NA,NA,"Parula Warbler","Behavior","natural history"
NA,NA,NA,"Sennett's Warbler","Person","human"
NA,NA,NA,"Small-headed Warbler","Both sexes physical trait","physical trait"
NA,NA,NA,"Waterthrush","No Unique Identifier","human"
NA,NA,NA,"Wheatear","No Unique Identifier","human"
NA,NA,NA,"Whip-poor-will","No Unique Identifier","human"
NA,NA,NA,"Widgeon","No Unique Identifier","human"
NA,NA,NA,"European Woodcock","Geographic Location","natural history"
NA,NA,NA,"Arctic Three-toed Woodpecker","Geographic Location","natural history"
NA,NA,NA,"Californian Woodpecker","Geographic Location","natural history"
NA,NA,NA,"Texan Woodpecker","Geographic Location","natural history"
NA,NA,NA,"Alaska Wren","Geographic Location","natural history"
NA,NA,NA,"Guadalupe Wren","Geographic Location","natural history"
NA,NA,NA,"Guadalupe Rock Wren","Geographic Location","natural history"
NA,NA,NA,"Long-billed Marsh Wren","Both sexes physical trait","physical trait"
NA,NA,NA,"St. Lucas Cactus Wren","Geographic Location","natural history"
NA,NA,NA,"Short-billed Marsh Wren","Both sexes physical trait","physical trait"
NA,NA,NA,"White-throated Wren","Both sexes physical trait","physical trait"
NA,NA,NA,"Yellowlegs","No Unique Identifier","human"
NA,NA,NA,"Maryland Yellowthroat","Geographic Location","natural history"
NA,NA,NA,"Belding's Rail","Person","human"
NA,NA,NA,"California Clapper Rail","Geographic Location","natural history"
NA,NA,NA,"Williamson's Woodpecker","Person","human"
