"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Selasphorus platycercus","Broad-tailed Hummingbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Amazilia yucatanensis","Buff-bellied Hummingbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Selasphorus calliope","Calliope Hummingbird","Person",NA,NA,"one of the Muses","Behavior",NA,NA,"""Calliope"" refers to the Greek muse of epic poetry. The BotW entry says that this is fitting given their territory defense (epic poetry is the poetry of battles), but does not directly state that the mythical name was given DUE TO behavior, just that it happens to fit behavior. Therefore I am assigning ""Random"" rather than ""Behavior.""","Miscellaneous","BOW","Gr. myth. Calliope, fine-voiced chief of the Muses, who presided over eloquence and heroic poetry","Miscellaneous",NA,"Calliope is the muse of epic poetry","Miscellaneous",NA,NA,NA,"Miscellaneous","human"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Calypte costae","Costa's Hummingbird","Person",NA,NA,"in honor of Louis Marie Pantaleon Costa, Marquis de Beauregard","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Calothorax lucifer","Lucifer Hummingbird","Male physical trait",NA,"https://www.birdsandblooms.com/birding/attracting-hummingbirds/lucifer-hummingbird/","Lucifer can also mean 'light bearing' and its believed its in reference to the throat patch","Male physical trait",NA,"https://www.birdsandblooms.com/birding/attracting-hummingbirds/lucifer-hummingbird/","Kaufman suggests the Lucifer aspect refers to the gorget on the throat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Archilochus colubris","Ruby-throated Hummingbird","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Selasphorus rufus","Rufous Hummingbird","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Caprimulgiformes","Trochilidae (Hummingbirds)","Basilinna xantusii","Xantus's Hummingbird","Person",NA,NA,"Hungarian naturalist John X√°ntus de Vesey","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Plegadis falcinellus","Glossy Ibis","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Eudocimus ruber","Scarlet Ibis","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Eudocimus albus","White Ibis","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Ciconiiformes","Ciconiidae (Storks)","Jabiru mycteria","Jabiru","Local language",NA,NA,NA,"Local language",NA,"https://beautyofbirds.com/jabiru/","The name comes from the Tupi-Guaran√≠ language and means ‚Äúswollen neck‚Äù.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local language","human"
"Charadriiformes","Stercorariidae (Skuas and Jaegers)","Stercorarius parasiticus","Parasitic Jaeger","Life History",NA,NA,"feeding habit, force other birds to disgorge food","Behavior",NA,NA,NA,"Behavior","BOTW","""Parasitic Jaegers are well named for their habit of forcing other seabirds to disgorge their food""","Behavior",NA,"parasitizes/steals the catches of other birds","Behavior",NA,NA,NA,"Behavior","natural history"
"Charadriiformes","Stercorariidae (Skuas and Jaegers)","Stercorarius pomarinus","Pomarine Jaeger","Both sexes physical trait",NA,NA,"from Ancient Greek poma, pomatos, ""lid"" and rhis, rhinos, ""nostrils""- named for tube noses","Both sexes physical trait",NA,NA,"Pomarine = ""lid-nosed""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Stercorariidae (Skuas and Jaegers)","Stercorarius longicaudus","Long-tailed Jaeger","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Only breeding plumage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Corvidae (Crows, Jays, and Magpies)","Cyanocitta cristata","Blue Jay","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Corvidae (Crows, Jays, and Magpies)","Perisoreus canadensis","Canada Jay","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Corvidae (Crows, Jays, and Magpies)","Cyanocorax yncas","Green Jay","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Corvidae (Crows, Jays, and Magpies)","Cyanocitta stelleri","Steller's Jay","Person",NA,NA,"Named after Georg Wilhelm Steller","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Junco bairdi","Baird's Junco","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Junco insularis","Guadalupe Junco","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Charadrius vociferus","Killdeer","Behavior",NA,NA,"vocalizations","Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tyrannus vociferans","Cassin's Kingbird","Person",NA,NA,"John Cassin","Person",NA,NA,"John Cassin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tyrannus couchii","Couch's Kingbird","Person",NA,NA,"Maj.-Gen. Darius Nash Couch","Person",NA,NA,"Darius Nash Couch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tyrannus dominicensis","Gray Kingbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Coraciiformes","Alcedinidae (Kingfishers)","Megaceryle alcyon","Belted Kingfisher","Female physical trait",NA,NA,"Only the female has a belt on lower chest, both sexes have band on breast","Female physical trait",NA,NA,"https://www.trgt.org/bloginput/2021/6/21/the-mysterious-world-of-the-belted-kingfishernbsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female physical trait","physical trait"
"Passeriformes","Regulidae (Kinglets)","Regulus satrapa","Golden-crowned Kinglet","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Regulidae (Kinglets)","Corthylio calendula","Ruby-crowned Kinglet","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Ictinia mississippiensis","Mississippi Kite","Geographic Location",NA,NA,"Mississippi River","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Elanoides forficatus","Swallow-tailed Kite","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Elanus leucurus","White-tailed Kite","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Rissa brevirostris","Red-legged Kittiwake","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Alaudidae (Larks)","Eremophila alpestris","Horned Lark","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,"BotW: ""The occipital feather tuft [of the female] not as prominent and rarely erected."" While they do have small tufts, they really don't look like horns as in the male. I could be persuaded to mark ""both sexes"" though.","Male physical trait",NA,NA,"Both sexes physical trait",NA,"Female horns smaller, less erect than males","Both sexes physical trait",NA,NA,"Both sexes physical trait","Both sexes physical trait","physical trait"
"Gruiformes","Aramidae (Limpkin)","Aramus guarauna","Limpkin","Behavior",NA,"National Geographic Field Guide To The Birds Of North America (4th ed.). National Geographic Society. 2002. ISBN 0-7922-6877-6.","Named from the way that limpkins walk, described as a ""limping gait""","Behavior",NA,"https://en.wikipedia.org/wiki/Limpkin#cite_note-NatGeo-2","Refers to the gait apparently. Ref is Wikipedia citing Nat Geo d guide, which I didn't look at myself",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Calcariidae (Longspurs and Snow Buntings)","Calcarius ornatus","Chestnut-collared Longspur","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Calcariidae (Longspurs and Snow Buntings)","Calcarius lapponicus","Lapland Longspur","Geographic Location",NA,NA,"Lapland, the land of the Saami peoples in northern Scandinavia","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Calcariidae (Longspurs and Snow Buntings)","Calcarius pictus","Smith's Longspur","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Gaviiformes","Gaviidae (Loons)","Gavia pacifica","Pacific Loon","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Gaviiformes","Gaviidae (Loons)","Gavia stellata","Red-throated Loon","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Gaviiformes","Gaviidae (Loons)","Gavia adamsii","Yellow-billed Loon","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Corvidae (Crows, Jays, and Magpies)","Pica nuttalli","Yellow-billed Magpie","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Anas platyrhynchos","Mallard","Local language",NA,"https://domesticanimalbreeds.com/mallard-duck-breed-everything-you-need-to-know/#:~:text=The%20name%20Mallard%20duck%20originated%20from%20an%20old,collar%20in%20Spanish%20and%20Canard%20Colvert%20in%20French.",NA,"Local language",NA,"https://en.wikipedia.org/wiki/Mallard","Old French malart for ""wild drake""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local language","human"
"Passeriformes","Hirundinidae (Swallows)","Progne subis","Purple Martin","Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Male almost entirely purple, but purple present on female's back","Both sexes physical trait",NA,NA,"Male physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait","Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Lophodytes cucullatus","Hooded Merganser","Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Could refer to just the male, but its fairly pronounced in both sexes.","Both sexes physical trait",NA,NA,"Male physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait","Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Mergus serrator","Red-breasted Merganser","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,"Male physical trait","distinctive feature in males",NA,"Male physical trait",NA,NA,"Male physical trait",NA,NA,NA,"Male physical trait","physical trait"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Synthliboramphus antiquus","Ancient Murrelet","Both sexes physical trait",NA,NA,"named for the narrow white feathers on back of neck which make it look ""aged""","Both sexes physical trait",NA,"https://en.wikipedia.org/wiki/Ancient_murrelet; https://identify.whatbird.com/obj/253/_/ancient_murrelet.aspx","the name apparently refers to the white streaks on the head of nonbreeding individuals that give them ""an aged look""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Synthliboramphus craveri","Craveri's Murrelet","Person",NA,NA,"named for Federico/Ettore Craveri","Person",NA,NA,"Federico Craveri and Ettore Craveri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Brachyramphus brevirostris","Kittlitz's Murrelet","Person",NA,NA,"named for Heinrich von Kittlitz","Person",NA,"Bird Names for Birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Brachyramphus marmoratus","Marbled Murrelet","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"unclear if refers to breeding or nonbreeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Sittidae (Nuthatches)","Sitta pusilla","Brown-headed Nuthatch","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Sittidae (Nuthatches)","Sitta pygmaea","Pygmy Nuthatch","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Passeriformes","Sittidae (Nuthatches)","Sitta canadensis","Red-breasted Nuthatch","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female breast is less red on average (paler than male)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Sittidae (Nuthatches)","Sitta carolinensis","White-breasted Nuthatch","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female underparts are more grey and less white than males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Icteridae (Troupials and Allies)","Icterus graduacauda","Audubon's Oriole","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Icteridae (Troupials and Allies)","Icterus galbula","Baltimore Oriole","Geographic Location","Male physical trait",NA,"named for the colors of the Baltimore family, patrons of the Maryland colony where originally described","Male physical trait",NA,NA,"black and orange were the colors of the Baltimores, the colonial proprietors of the Maryland colony.","Person",NA,"male colors looks like the coat of arms for Lord Baltimore, so could also be male physical trait?","Male physical trait","BotW","""Catesby named this bird the ""Baltimore-Bird,"" because black and orange were the colors of the Baltimores, the colonial proprietors of the Maryland colony""","Geographic Location",NA,NA,"Miscellaneous","Miscellaneous","human"
"Passeriformes","Icteridae (Troupials and Allies)","Icterus bullockii","Bullock's Oriole","Person",NA,NA,"William Bullock, traveler and collector","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Icteridae (Troupials and Allies)","Icterus cucullatus","Hooded Oriole","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Icteridae (Troupials and Allies)","Icterus spurius","Orchard Oriole","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Icteridae (Troupials and Allies)","Icterus parisorum","Scott's Oriole","Person",NA,NA,"https://birdnamesforbirds.wordpress.com/historical-profiles/profiles-a-z/scott-winfield/","Person",NA,NA,"Winfield Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Parulidae (New World Warblers)","Seiurus aurocapilla","Ovenbird","Behavior",NA,NA,NA,"Behavior",NA,NA,"Nest resembles dome-shaped oven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Strigiformes","Strigidae (Owls)","Strix varia","Barred Owl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Strigiformes","Strigidae (Owls)","Athene cunicularia","Burrowing Owl","Life History",NA,NA,NA,"Behavior",NA,NA,NA,"Behavior",NA,NA,"Natural History",NA,NA,"Natural History","https://en.wikipedia.org/wiki/Burrowing_owl","The owls nest in a burrow, hence the name burrowing owl.","Natural History","Natural History","natural history"
"Strigiformes","Strigidae (Owls)","Micrathene whitneyi","Elf Owl","Size",NA,NA,"smallest owl","Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Strigiformes","Strigidae (Owls)","Glaucidium brasilianum","Ferruginous Pygmy-Owl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Strigiformes","Strigidae (Owls)","Strix nebulosa","Great Gray Owl","Size","Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,"Size",NA,"also both sexes physcial trait","Size",NA,NA,"Size",NA,NA,NA,"Size","physical trait"
"Strigiformes","Strigidae (Owls)","Bubo virginianus","Great Horned Owl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Strigiformes","Strigidae (Owls)","Asio flammeus","Short-eared Owl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Strigiformes","Strigidae (Owls)","Bubo scandiacus","Snowy Owl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Female snowy owls have darker brown 'bars' in their feathers, while male owls are mostly purely white.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Strigiformes","Strigidae (Owls)","Strix occidentalis","Spotted Owl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Haematopodidae (Oystercatchers)","Haematopus palliatus","American Oystercatcher","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Haematopodidae (Oystercatchers)","Haematopus bachmani","Black Oystercatcher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Psittaciformes","Psittacidae (New World and African Parrots)","Rhynchopsitta pachyrhyncha","Thick-billed Parrot","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Pelecaniformes","Pelecanidae (Pelicans)","Pelecanus erythrorhynchos","American White Pelican","Geographic Location","Both sexes physical trait",NA,NA,"Geographic Location","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Pelecaniformes","Pelecanidae (Pelicans)","Pelecanus occidentalis","Brown Pelican","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Pterodroma hasitata","Black-capped Petrel","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Bulweria bulwerii","Bulwer's Petrel","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Contopus sordidulus","Western Wood-Pewee","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Ptiliogonatidae (Silky-flycatchers)","Phainopepla nitens","Phainopepla","Both sexes physical trait",NA,NA,"In flight, the male flashes white wing patches, a striking contrast with the shimmering black plumage which inspired the Greek name Phainopepla, or ""shining robe.""","Male physical trait",NA,NA,"Greek: shiny cloak","Male physical trait",NA,NA,"Male physical trait","BotW","Greek ""phaenios"" + ""peplos"" = shining robe, for male plumage","Local language",NA,"BotW: Male 'shimmering black plumage which inspired the Greek name Phainopepla, or ""shining robe.""'","Male physical trait","Male physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Phalaropus fulicarius","Red Phalarope","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Only breeding plumage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Phalaropus tricolor","Wilson's Phalarope","Person",NA,NA,NA,"Person",NA,NA,"Alexander Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Sayornis nigricans","Black Phoebe","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Sayornis saya","Say's Phoebe","Person",NA,NA,"Named after Thomas Say","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Columbiformes","Columbidae (Pigeons and Doves)","Patagioenas fasciata","Band-tailed Pigeon","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Columbiformes","Columbidae (Pigeons and Doves)","Ectopistes migratorius","Passenger Pigeon","Life History",NA,NA,"EXTINCT. from French ""passager""= ""passing by"", reference to migration","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Columbiformes","Columbidae (Pigeons and Doves)","Patagioenas flavirostris","Red-billed Pigeon","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Columbiformes","Columbidae (Pigeons and Doves)","Patagioenas leucocephala","White-crowned Pigeon","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Motacillidae (Wagtails and Pipits)","Anthus rubescens","American Pipit","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Motacillidae (Wagtails and Pipits)","Anthus pratensis","Meadow Pipit","Life History",NA,NA,"lives in open habitats","Life History",NA,NA,"sexes alike. habitat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Motacillidae (Wagtails and Pipits)","Anthus cervinus","Red-throated Pipit","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Motacillidae (Wagtails and Pipits)","Anthus spragueii","Sprague's Pipit","Person",NA,NA,"for Isaac Sprague","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Pluvialis dominica","American Golden-Plover","Both sexes physical trait",NA,NA,NA,"Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Pluvialis squatarola","Black-bellied Plover","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Male physical trait",NA,"Female has brown belly (non-breeding adults white bellies with some brown streaks)","Both sexes physical trait",NA,NA,"Both sexes physical trait","Both sexes physical trait","physical trait"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Charadrius montanus","Mountain Plover","Life History",NA,NA,"breeds in alpine tundra","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Charadrius melodus","Piping Plover","Behavior",NA,"https://en.wikipedia.org/wiki/Piping_plover","bell-like whistles","Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
