ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,DECISION_FINAL,GENERAL_CAT
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Mesembrinibis cayennensis,Green Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Phimosus infuscatus,Bare-faced Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Theristicus caerulescens,Plumbeous Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Theristicus caudatus,Buff-necked Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Theristicus melanopis,Black-faced Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Theristicus branickii,Andean Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Threskiornis aethiopicus,African Sacred Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Threskiornis bernieri,Malagasy Sacred Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Threskiornis solitarius,Reunion Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Threskiornis melanocephalus,Black-headed Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Threskiornis molucca,Australian Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Threskiornis spinicollis,Straw-necked Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Pseudibis papillosa,Red-naped Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Pseudibis davisoni,White-shouldered Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Pseudibis gigantea,Giant Ibis,Size,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Geronticus eremita,Northern Bald Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Geronticus calvus,Southern Bald Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Nipponia nippon,Crested Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Bostrychia olivacea,Olive Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Bostrychia bocagei,Sao Tome Ibis,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Bostrychia rara,Spot-breasted Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Bostrychia hagedash,Hadada Ibis,Behavior,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Bostrychia carunculata,Wattled Ibis,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Platalea leucorodia,Eurasian Spoonbill,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Platalea regia,Royal Spoonbill,Miscellaneous,human
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Platalea alba,African Spoonbill,Geographic Location,natural history
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Platalea minor,Black-faced Spoonbill,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Platalea flavipes,Yellow-billed Spoonbill,Both sexes physical trait,physical trait
Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Platalea ajaja,Roseate Spoonbill,Both sexes physical trait,physical trait
Cathartiformes,Cathartidae (New World Vultures),Gymnogyps californianus,California Condor,Geographic Location,natural history
Cathartiformes,Cathartidae (New World Vultures),Vultur gryphus,Andean Condor,Geographic Location,natural history
Cathartiformes,Cathartidae (New World Vultures),Sarcoramphus papa,King Vulture,Miscellaneous,human
Cathartiformes,Cathartidae (New World Vultures),Coragyps atratus,Black Vulture,Both sexes physical trait,physical trait
Cathartiformes,Cathartidae (New World Vultures),Cathartes aura,Turkey Vulture,Both sexes physical trait,physical trait
Cathartiformes,Cathartidae (New World Vultures),Cathartes burrovianus,Lesser Yellow-headed Vulture,Size,physical trait
Cathartiformes,Cathartidae (New World Vultures),Cathartes melambrotus,Greater Yellow-headed Vulture,Size,physical trait
Accipitriformes,Sagittariidae (Secretarybird),Sagittarius serpentarius,Secretarybird,Miscellaneous,human
Accipitriformes,Pandionidae (Osprey),Pandion haliaetus,Osprey,Local language,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gampsonyx swainsonii,Pearl Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Elanus caeruleus,Black-winged Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Elanus axillaris,Black-shouldered Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Elanus leucurus,White-tailed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Elanus scriptus,Letter-winged Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Chelictinia riocourii,Scissor-tailed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Polyboroides typus,African Harrier-Hawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Polyboroides radiatus,Madagascar Harrier-Hawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gypohierax angolensis,Palm-nut Vulture,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Eutriorchis astur,Madagascar Serpent-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gypaetus barbatus,Bearded Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Neophron percnopterus,Egyptian Vulture,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Chondrohierax uncinatus,Hook-billed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Leptodon cayanensis,Gray-headed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Leptodon forbesi,White-collared Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Pernis apivorus,European Honey-buzzard,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Pernis celebensis,Sulawesi Honey-buzzard,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Pernis steerei,Philippine Honey-buzzard,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Pernis ptilorhynchus,Oriental Honey-buzzard,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Elanoides forficatus,Swallow-tailed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Hamirostra melanosternon,Black-breasted Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Henicopernis longicauda,Long-tailed Honey-buzzard,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Henicopernis infuscatus,Black Honey-buzzard,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Lophoictinia isura,Square-tailed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aviceda cuculoides,African Cuckoo-Hawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aviceda madagascariensis,Madagascar Cuckoo-Hawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aviceda jerdoni,Jerdon's Baza,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aviceda subcristata,Pacific Baza,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aviceda leuphotes,Black Baza,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Sarcogyps calvus,Red-headed Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Trigonoceps occipitalis,White-headed Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aegypius monachus,Cinereous Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Torgos tracheliotos,Lappet-faced Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Necrosyrtes monachus,Hooded Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps africanus,White-backed Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps bengalensis,White-rumped Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps indicus,Indian Vulture,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps tenuirostris,Slender-billed Vulture,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps rueppelli,Rüppell's Griffon,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps himalayensis,Himalayan Griffon,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps fulvus,Eurasian Griffon,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Gyps coprotheres,Cape Griffon,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spilornis klossi,Nicobar Serpent-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spilornis rufipectus,Sulawesi Serpent-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spilornis kinabaluensis,Mountain Serpent-Eagle,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spilornis cheela,Crested Serpent-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spilornis holospilus,Philippine Serpent-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spilornis elgini,Andaman Serpent-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Pithecophaga jefferyi,Philippine Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Terathopius ecaudatus,Bateleur,Behavior,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Dryotriorchis spectabilis,Congo Serpent-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circaetus gallicus,Short-toed Snake-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circaetus beaudouini,Beaudouin's Snake-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circaetus pectoralis,Black-chested Snake-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circaetus cinereus,Brown Snake-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circaetus fasciolatus,Fasciated Snake-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circaetus cinerascens,Banded Snake-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Macheiramphus alcinus,Bat Hawk,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Harpyopsis novaeguineae,New Guinea Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Morphnus guianensis,Crested Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Harpia harpyja,Harpy Eagle,Miscellaneous,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Stephanoaetus coronatus,Crowned Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus cirrhatus,Changeable Hawk-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus floris,Flores Hawk-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus nipalensis,Mountain Hawk-Eagle,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus kelaarti,Legge's Hawk-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus alboniger,Blyth's Hawk-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus bartelsi,Javan Hawk-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus lanceolatus,Sulawesi Hawk-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus philippensis,Philippine Hawk-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus pinskeri,Pinsker's Hawk-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Nisaetus nanus,Wallace's Hawk-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Polemaetus bellicosus,Martial Eagle,Behavior,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Lophotriorchis kienerii,Rufous-bellied Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spizaetus tyrannus,Black Hawk-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spizaetus ornatus,Ornate Hawk-Eagle,Miscellaneous,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spizaetus melanoleucus,Black-and-white Hawk-Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Spizaetus isidori,Black-and-chestnut Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Lophaetus occipitalis,Long-crested Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Ictinaetus malaiensis,Black Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Clanga pomarina,Lesser Spotted Eagle,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Clanga hastata,Indian Spotted Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Clanga clanga,Greater Spotted Eagle,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Hieraaetus wahlbergi,Wahlberg's Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Hieraaetus pennatus,Booted Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Hieraaetus weiskei,Pygmy Eagle,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Hieraaetus morphnoides,Little Eagle,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Hieraaetus ayresii,Ayres's Hawk-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila rapax,Tawny Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila nipalensis,Steppe Eagle,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila adalberti,Spanish Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila heliaca,Imperial Eagle,Miscellaneous,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila gurneyi,Gurney's Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila chrysaetos,Golden Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila audax,Wedge-tailed Eagle,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila africana,Cassin's Hawk-Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila verreauxii,Verreaux's Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila fasciata,Bonelli's Eagle,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila spilogaster,African Hawk-Eagle,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Kaupifalco monogrammicus,Lizard Buzzard,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Melierax metabates,Dark Chanting-Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Melierax poliopterus,Eastern Chanting-Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Melierax canorus,Pale Chanting-Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Micronisus gabar,Gabar Goshawk,Local language,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Busarellus nigricollis,Black-collared Hawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Rostrhamus sociabilis,Snail Kite,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Helicolestes hamatus,Slender-billed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Harpagus bidentatus,Double-toothed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Harpagus diodon,Rufous-thighed Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Ictinia mississippiensis,Mississippi Kite,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Ictinia plumbea,Plumbeous Kite,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Butastur rufipennis,Grasshopper Buzzard,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Butastur teesa,White-eyed Buzzard,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Butastur liventer,Rufous-winged Buzzard,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Butastur indicus,Gray-faced Buzzard,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus aeruginosus,Eurasian Marsh-Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus ranivorus,African Marsh-Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus spilonotus,Eastern Marsh-Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus spilothorax,Papuan Marsh-Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus approximans,Swamp Harrier,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus maillardi,Reunion Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus macrosceles,Malagasy Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus buffoni,Long-winged Harrier,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus assimilis,Spotted Harrier,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus maurus,Black Harrier,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus cinereus,Cinereous Harrier,Male physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus cyaneus,Hen Harrier,Natural History,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus hudsonius,Northern Harrier,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus macrourus,Pallid Harrier,Male physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus melanoleucos,Pied Harrier,Male physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus pygargus,Montagu's Harrier,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter poliogaster,Gray-bellied Hawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter trivirgatus,Crested Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter griseiceps,Sulawesi Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter tachiro,African Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter castanilius,Chestnut-flanked Sparrowhawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter badius,Shikra,Local language,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter butleri,Nicobar Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter brevipes,Levant Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter soloensis,Chinese Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter francesiae,Frances's Sparrowhawk,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter trinotatus,Spot-tailed Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter hiogaster,Variable Goshawk,Miscellaneous,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter novaehollandiae,Gray Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter fasciatus,Brown Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter melanochlamys,Black-mantled Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter albogularis,Pied Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter haplochrous,New Caledonia Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter rufitorques,Fiji Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter henicogrammus,Moluccan Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter luteoschistaceus,Slaty-mantled Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter imitator,Imitator Sparrowhawk,Miscellaneous,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter poliocephalus,Gray-headed Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter princeps,New Britain Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter superciliosus,Tiny Hawk,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter collaris,Semicollared Hawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter erythropus,Red-thighed Sparrowhawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter minullus,Little Sparrowhawk,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter gularis,Japanese Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter nanus,Small Sparrowhawk,Size,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter virgatus,Besra,Miscellaneous,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter erythrauchen,Rufous-necked Sparrowhawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter cirrocephalus,Collared Sparrowhawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter brachyurus,New Britain Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter rhodogaster,Vinous-breasted Sparrowhawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter madagascariensis,Madagascar Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter ovampensis,Ovambo Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter nisus,Eurasian Sparrowhawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter rufiventris,Rufous-breasted Sparrowhawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter striatus,Sharp-shinned Hawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter cooperii,Cooper's Hawk,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter gundlachi,Gundlach's Hawk,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter bicolor,Bicolored Hawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter melanoleucus,Black Goshawk,Both sexes physical trait,physical trait
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter henstii,Henst's Goshawk,Person,human
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter gentilis,Northern Goshawk,Geographic Location,natural history
Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter meyerianus,Meyer's Goshawk,Person,human
